"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-05-13 ~ 2026-05-12"
"실거래구분 : 연립다세대(전월세)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 성남시 수정구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"877","경기도 성남시 수정구 태평동","3392","3392","0000","삼원빌라","전세","59.3300","202508","11","20,000","0","2","1991","수정로153번길 14-14","202510~202710","신규","-","","","연립다세대"
"878","경기도 성남시 수정구 태평동","3392","3392","0000","삼원빌라","전세","59.3300","202508","11","19,900","0","3","1991","수정로153번길 14-14","202510~202710","신규","-","","","연립다세대"
"879","경기도 성남시 수정구 산성동","470","0470","0000","반석빌라(470-0)","전세","57.1500","202508","11","16,000","0","4","1997","수정남로326번길 12-6","202508~202708","신규","-","","","연립다세대"
"880","경기도 성남시 수정구 단대동","28-8","0028","0008","삼호빌라(B동)","월세","39.5400","202508","07","500","35","-1","1993","논골로53번길 4-8","202508~202708","신규","-","","","연립다세대"
"881","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.9816","202508","07","39,877","62","3","2017","위례동이로 24","202509~202709","갱신","-","39,600","61","연립다세대"
"882","경기도 성남시 수정구 단대동","46-6","0046","0006","거성빌라","전세","43.3100","202508","07","13,000","0","3","1993","논골로47번길 8-3","202509~202709","신규","-","","","연립다세대"
"883","경기도 성남시 수정구 태평동","3921","3921","0000","대양빌라2동","월세","68.1800","202508","06","13,000","10","1","1983","남문로57번길 3","202510~202710","갱신","-","8,500","15","연립다세대"
"884","경기도 성남시 수정구 수진동","4661-1","4661","0001","동양하이츠빌(104동)","전세","61.6200","202508","06","10,000","0","3","2002","수정로 26","202508~202708","신규","-","","","연립다세대"
"885","경기도 성남시 수정구 신흥동","5632","5632","0000","(5632-0)","전세","30.9600","202508","06","5,000","0","3","2008","수정남로 92-1","202508~202707","신규","-","","","연립다세대"
"886","경기도 성남시 수정구 태평동","3307-147","3307","0147","유한빌리지","전세","59.9400","202508","05","28,000","0","1","2002","남문로94번길 17-6","202508~202708","신규","-","","","연립다세대"
"887","경기도 성남시 수정구 단대동","50-7","0050","0007","보광골든빌라B동","전세","41.0700","202508","05","8,900","0","-1","1994","논골로 49","202509~202709","신규","-","","","연립다세대"
"888","경기도 성남시 수정구 단대동","12-4","0012","0004","선경빌라(C동)","전세","40.2000","202508","05","12,900","0","3","1993","논골로69번길 5","202509~202709","신규","-","","","연립다세대"
"889","경기도 성남시 수정구 태평동","3250-1","3250","0001","아인스맨션","월세","59.3550","202508","05","19,500","35","2","2002","남문로82번길 4","202509~202709","신규","-","","","연립다세대"
"890","경기도 성남시 수정구 태평동","3279-1","3279","0001","SM베르디움","전세","45.7500","202508","05","30,000","0","3","2017","남문로90번길 4","202508~202708","신규","-","","","연립다세대"
"891","경기도 성남시 수정구 양지동","310","0310","0000","한강연립","전세","48.3300","202508","04","10,500","0","3","1983","논골로24번길 48","202509~202709","신규","-","","","연립다세대"
"892","경기도 성남시 수정구 산성동","478","0478","0000","금성빌라2차","월세","34.0000","202508","04","1,000","50","3","1997","수정남로326번길 12-5","202508~202608","신규","-","","","연립다세대"
"893","경기도 성남시 수정구 태평동","7333-1","7333","0001","해달집","전세","69.3300","202508","04","30,000","0","2","2023","수정북로 111","202510~202710","신규","-","","","연립다세대"
"894","경기도 성남시 수정구 태평동","3286-3","3286","0003","황실빌라(B동)","전세","35.5800","202508","04","12,400","0","1","1986","남문로90번길 1-1","202510~202710","신규","-","","","연립다세대"
"895","경기도 성남시 수정구 신흥동","83-1","0083","0001","금호빌라(A동)","월세","31.9200","202508","04","1,000","50","-1","1986","수정로257번길 11","202509~202709","신규","-","","","연립다세대"
"896","경기도 성남시 수정구 단대동","31-9","0031","0009","한성빌라(9차)","전세","34.0700","202508","04","6,700","0","-1","1993","논골로53번길 10-6","202509~202709","신규","-","","","연립다세대"
"897","경기도 성남시 수정구 단대동","172-5","0172","0005","리코채","월세","51.0200","202508","04","5,329","17","2","2019","희망로464번길 20","202510~202709","갱신","-","563","40","연립다세대"
"898","경기도 성남시 수정구 양지동","292-1","0292","0001","대원트윈빌라나동","월세","48.9100","202508","04","7,000","40","2","1994","양지로53번길 1","202509~202709","신규","-","","","연립다세대"
"899","경기도 성남시 수정구 태평동","3658","3658","0000","태평맨션","월세","75.8500","202508","01","7,000","20","2","2002","수정로135번길 5-7","202508~202708","신규","-","","","연립다세대"
"900","경기도 성남시 수정구 태평동","3658","3658","0000","태평맨션","월세","75.8500","202508","01","7,000","20","2","2002","수정로135번길 5-7","202508~202708","신규","-","","","연립다세대"
"901","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.4613","202508","01","41,691","66","2","2017","위례동이로 24","202509~202709","갱신","-","41,115","65","연립다세대"
"902","경기도 성남시 수정구 단대동","49-1","0049","0001","남경빌라","전세","40.2000","202508","01","12,000","0","2","1994","논골로53번길 3-1","202509~202709","신규","-","","","연립다세대"
"903","경기도 성남시 수정구 양지동","437-2","0437","0002","삼환빌라(나동)","월세","41.2400","202508","01","5,000","20","-1","1989","논골로24번길 27","202508~202708","신규","-","","","연립다세대"
"904","경기도 성남시 수정구 양지동","114","0114","0000","동양다세대","전세","35.5900","202507","31","9,000","0","3","1986","산성대로581번길 14-7","202508~202708","신규","-","","","연립다세대"
"905","경기도 성남시 수정구 태평동","4344-2","4344","0002","부광맨션","전세","88.3300","202507","30","25,000","0","2","1996","남문로31번길 18","202508~202708","신규","-","","","연립다세대"
"906","경기도 성남시 수정구 단대동","185-14","0185","0014","삼보주택(C동)","전세","42.6400","202507","30","18,000","0","3","1991","산성대로383번길 27","202507~202707","신규","-","","","연립다세대"
"907","경기도 성남시 수정구 단대동","36-4","0036","0004","태성로얄빌라","전세","39.6500","202507","30","6,000","0","-1","1994","논골로53번길 18-1","202508~202708","신규","-","","","연립다세대"
"908","경기도 성남시 수정구 단대동","49-9","0049","0009","신우빌라","전세","43.0200","202507","30","12,500","0","4","1993","논골로53번길 3","202509~202709","신규","-","","","연립다세대"
"909","경기도 성남시 수정구 수진동","4589","4589","0000","대연베르포레","월세","58.1257","202507","30","6,438","18","9","2022","성남대로 1193-4","202510~202709","갱신","-","2,173","41","연립다세대"
"910","경기도 성남시 수정구 태평동","7258","7258","0000","한백행복빌라","전세","59.9300","202507","30","21,000","0","2","2002","수정로37번길 11","202508~202708","갱신","사용","20,000","0","연립다세대"
"911","경기도 성남시 수정구 태평동","513","0513","0000","영현맨션빌라","전세","62.0800","202507","29","15,000","0","4","1997","태평로78번길 8","202509~202709","신규","-","","","연립다세대"
"912","경기도 성남시 수정구 수진동","69","0069","0000","윤주아트빌","전세","71.4500","202507","29","28,500","0","6","2019","제일로158번길 14","202508~202708","신규","-","","","연립다세대"
"913","경기도 성남시 수정구 수진동","2957","2957","0000","대성맨션","월세","70.4300","202507","28","5,000","100","3","2002","제일로157번길 13","202508~202708","신규","-","","","연립다세대"
"914","경기도 성남시 수정구 태평동","228","0228","0000","태평동228공동주택(한국토지주택공사경기지역본부)","월세","20.4500","202507","28","2,960","11","3","2023","태평로 94","202506~202709","갱신","-","100","28","연립다세대"
"915","경기도 성남시 수정구 태평동","3290","3290","0000","현대타운(나동)","전세","59.8900","202507","26","21,900","0","2","2000","남문로94번길 8","202510~202709","신규","-","","","연립다세대"
"916","경기도 성남시 수정구 단대동","38-2","0038","0002","수정빌라(38-2)","월세","38.5350","202507","26","500","45","1","1994","논골로53번길 24-5","202508~202708","신규","-","","","연립다세대"
"917","경기도 성남시 수정구 양지동","97","0097","0000","동양다세대(28동)","월세","33.7200","202507","26","1,000","50","1","1987","수정로578번길 8","202509~202709","신규","-","","","연립다세대"
"918","경기도 성남시 수정구 단대동","28-10","0028","0010","태양빌라","전세","45.4000","202507","25","1,000","0","4","1997","논골로61번길 3","202503~202703","갱신","-","1,000","0","연립다세대"
"919","경기도 성남시 수정구 산성동","44","0044","0000","삼성행운빌A","전세","58.3100","202507","24","21,900","0","5","2006","수정로456번길 48","202508~202708","갱신","-","18,900","0","연립다세대"
"920","경기도 성남시 수정구 태평동","6523","6523","0000","인티움","월세","26.3100","202507","24","1,000","73","4","2010","성남대로 1244","202507~202707","갱신","사용","1,000","70","연립다세대"
"921","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.8555","202507","23","51,871","31","1","2017","위례동이로 24","202508~202708","신규","-","","","연립다세대"
"922","경기도 성남시 수정구 태평동","3392","3392","0000","삼원빌라","전세","37.9100","202507","23","15,000","0","1","1991","수정로153번길 14-14","202509~202709","신규","-","","","연립다세대"
"923","경기도 성남시 수정구 산성동","53","0053","0000","대인파크빌","전세","59.8300","202507","22","22,000","0","3","2006","수정남로339번길 2-1","202510~202710","갱신","-","20,500","0","연립다세대"
"924","경기도 성남시 수정구 수진동","4589","4589","0000","대연베르포레","월세","58.6957","202507","22","6,130","13","8","2022","성남대로 1193-4","202308~202509","신규","-","","","연립다세대"
"925","경기도 성남시 수정구 신흥동","5118","5118","0000","(5118-0)","전세","19.3800","202507","22","5,500","0","4","2007","시민로163번길 11","202507~202607","신규","-","","","연립다세대"
"926","경기도 성남시 수정구 태평동","3780","3780","0000","청송빌","전세","46.8700","202507","21","25,450","0","5","2019","남문로60번길 11-3","202507~202707","갱신","-","23,100","0","연립다세대"
"927","경기도 성남시 수정구 태평동","3705-2","3705","0002","중앙빌라","전세","46.3800","202507","21","15,000","0","3","1990","수정북로21번길 16-1","202510~202710","신규","-","","","연립다세대"
"928","경기도 성남시 수정구 양지동","90-1","0090","0001","(90-1)","월세","45.7500","202507","21","12,000","20","2","1994","수정로578번길 6","202508~202708","신규","-","","","연립다세대"
"929","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.4613","202507","21","52,643","32","2","2017","위례동이로 24","202509~202709","갱신","-","51,916","31","연립다세대"
"930","경기도 성남시 수정구 산성동","2188","2188","0000","정우빌라(A동)","월세","47.4500","202507","19","3,000","50","-1","1986","희망로518번길 5-2","202508~202708","신규","-","","","연립다세대"
"931","경기도 성남시 수정구 태평동","7168-2","7168","0002","대성빌라","월세","56.1700","202507","19","3,000","90","1","1997","모란로101번길 4","202509~202709","신규","-","","","연립다세대"
"932","경기도 성남시 수정구 사송동","555","0555","0000","프렌즈빌","월세","32.5200","202507","19","3,000","60","2","2001","사송로66번길 9","202508~202608","신규","-","","","연립다세대"
"933","경기도 성남시 수정구 태평동","3780","3780","0000","청송빌","전세","46.4100","202507","18","26,600","0","5","2019","남문로60번길 11-3","202507~202707","갱신","-","25,350","0","연립다세대"
"934","경기도 성남시 수정구 태평동","3780","3780","0000","청송빌","전세","44.3900","202507","18","26,600","0","5","2019","남문로60번길 11-3","202507~202707","갱신","-","25,350","0","연립다세대"
"935","경기도 성남시 수정구 태평동","7210","7210","0000","수앤수캐슬","전세","57.1300","202507","18","30,000","0","3","2013","모란로87번길 12","202510~202710","신규","-","","","연립다세대"
"936","경기도 성남시 수정구 신흥동","2617","2617","0000","상호연립","전세","55.3000","202507","17","17,000","0","2","1984","공원로345번길 8","202509~202709","신규","-","","","연립다세대"
"937","경기도 성남시 수정구 태평동","3218-1","3218","0001","아트빌라(B동)","전세","28.2100","202507","17","11,000","0","1","2003","남문로78번길 14-1","202507~202707","신규","-","","","연립다세대"
"938","경기도 성남시 수정구 수진동","1301","1301","0000","명문빌리지","전세","77.7350","202507","15","19,000","0","3","2002","제일로124번길 6-10","202508~202708","신규","-","","","연립다세대"
"939","경기도 성남시 수정구 단대동","43-5","0043","0005","은혜빌라","전세","30.1500","202507","15","8,500","0","1","1994","논골로53번길 19-10","202508~202708","신규","-","","","연립다세대"
"940","경기도 성남시 수정구 양지동","21","0021","0000","시범연립","전세","48.9300","202507","15","10,000","0","2","1980","산성대로595번길 6","202508~202708","신규","-","","","연립다세대"
"941","경기도 성남시 수정구 산성동","474-1","0474","0001","반석빌라(474-1)","전세","56.8600","202507","15","16,000","0","4","1997","수정남로326번길 12-4","202509~202709","신규","-","","","연립다세대"
"942","경기도 성남시 수정구 신흥동","5260","5260","0000","렉스빌Ⅳ","전세","29.5800","202507","14","10,500","0","3","2007","수정남로 128-1","202509~202709","신규","-","","","연립다세대"
"943","경기도 성남시 수정구 신흥동","5260","5260","0000","렉스빌Ⅳ","전세","29.5800","202507","14","10,500","0","3","2007","수정남로 128-1","202509~202709","신규","-","","","연립다세대"
"944","경기도 성남시 수정구 단대동","50-7","0050","0007","보광골든빌라B동","전세","38.9100","202507","14","12,000","0","3","1994","논골로 49","202508~202708","신규","-","","","연립다세대"
"945","경기도 성남시 수정구 단대동","49-8","0049","0008","대원빌라","월세","44.9200","202507","13","2,500","35","4","1993","논골로47번길 4-5","202508~202708","신규","-","","","연립다세대"
"946","경기도 성남시 수정구 산성동","532","0532","0000","산성파크빌","전세","59.9200","202507","12","25,000","0","3","2006","수정남로306번길 23-9","202509~202709","신규","-","","","연립다세대"
"947","경기도 성남시 수정구 양지동","638","0638","0000","산애들애","전세","60.0600","202507","12","28,000","0","4","2015","양지로23번길 3","202509~202709","신규","-","","","연립다세대"
"948","경기도 성남시 수정구 신흥동","84","0084","0000","신원빌리지(101동)","전세","55.0200","202507","12","20,000","0","2","1995","수정로251번길 20","202509~202709","신규","-","","","연립다세대"
"949","경기도 성남시 수정구 사송동","537-2","0537","0002","그린빌","월세","51.2200","202507","12","1,000","50","-1","2016","설개로89번길 7","202507~202607","신규","-","","","연립다세대"
"950","경기도 성남시 수정구 양지동","372","0372","0000","초원빌라2차","전세","37.6200","202507","12","12,000","0","3","1991","양지로49번길 9","202508~202708","신규","-","","","연립다세대"
"951","경기도 성남시 수정구 수진동","4515","4515","0000","수진아트맨션","월세","60.3700","202507","11","10,000","45","4","1996","산성대로97번길 5","202504~202704","신규","-","","","연립다세대"
"952","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.6879","202507","11","50,293","31","2","2017","위례동이로 24","202508~202708","신규","-","","","연립다세대"
"953","경기도 성남시 수정구 신흥동","84","0084","0000","신원빌리지(101동)","전세","44.7600","202507","11","11,000","0","4","1995","수정로251번길 20","202507~202707","신규","-","","","연립다세대"
"954","경기도 성남시 수정구 신흥동","84","0084","0000","신원빌리지(101동)","전세","44.7600","202507","11","11,000","0","4","1995","수정로251번길 20","202507~202707","갱신","사용","10,500","0","연립다세대"
"955","경기도 성남시 수정구 단대동","32-2","0032","0002","무궁화빌라","월세","44.5800","202507","11","500","35","-1","1994","논골로53번길 10-9","202507~202707","신규","-","","","연립다세대"
"956","경기도 성남시 수정구 산성동","522","0522","0000","천사파크뷰","전세","55.6600","202507","11","24,000","0","3","2008","수정남로306번길 25","202509~202709","신규","-","","","연립다세대"
"957","경기도 성남시 수정구 태평동","7335-1","7335","0001","혜송빌라(B동)","전세","40.9600","202507","11","14,000","0","1","1989","시민로197번길 13","202509~202709","신규","-","","","연립다세대"
"958","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.6879","202507","09","5,126","148","2","2017","위례동이로 24","202508~202708","갱신","-","5,090","147","연립다세대"
"959","경기도 성남시 수정구 태평동","7296-15","7296","0015","백년빌라(C동)","월세","54.4000","202507","09","400","50","2","1988","남문로144번길 6","202507~202607","신규","-","","","연립다세대"
"960","경기도 성남시 수정구 산성동","431","0431","0000","평화빌라(C동)","전세","36.0100","202507","08","12,000","0","3","1997","수정남로326번길 6-12","202508~202708","신규","-","","","연립다세대"
"961","경기도 성남시 수정구 산성동","476","0476","0000","경서빌라(B동)","전세","37.4600","202507","08","11,000","0","1","1997","수정남로326번길 12-1","202508~202708","신규","-","","","연립다세대"
"962","경기도 성남시 수정구 산성동","94","0094","0000","베스트빌","월세","58.6000","202507","08","5,000","80","3","2007","수정남로332번길 3","202508~202708","신규","-","","","연립다세대"
"963","경기도 성남시 수정구 단대동","36-5","0036","0005","현대아트빌라","전세","41.8200","202507","08","13,000","0","2","1993","논골로53번길 20","202507~202707","갱신","사용","13,000","0","연립다세대"
"964","경기도 성남시 수정구 단대동","56-8","0056","0008","동호맨션","전세","76.8900","202507","08","27,000","0","1","2002","논골로29번길 4","202509~202801","신규","-","","","연립다세대"
"965","경기도 성남시 수정구 양지동","727","0727","0000","한양빌라(가동)","전세","40.4600","202507","07","13,000","0","2","1986","산성대로503번길 21","202509~202709","신규","-","","","연립다세대"
"966","경기도 성남시 수정구 양지동","339","0339","0000","삼남연립(가동)","전세","54.6300","202507","07","12,500","0","1","1983","산성대로539번길 23","202508~202708","신규","-","","","연립다세대"
"967","경기도 성남시 수정구 단대동","31-2","0031","0002","금강맨션","월세","46.3150","202507","05","4,500","50","1","1994","논골로53번길 8-9","202508~202708","신규","-","","","연립다세대"
"968","경기도 성남시 수정구 태평동","3368-2","3368","0002","스타빌A동","전세","59.7600","202507","05","25,000","0","2","2008","수정로171번길 13-12","202509~202709","신규","-","","","연립다세대"
"969","경기도 성남시 수정구 산성동","2159","2159","0000","보옥다세대(가동)","월세","43.3900","202507","05","500","45","-1","1986","희망로534번길 6-11","202507~202607","신규","-","","","연립다세대"
"970","경기도 성남시 수정구 태평동","7264-3","7264","0003","대영빌라(3동)","전세","42.3900","202507","04","15,000","0","2","1990","수정로 31","202507~202707","신규","-","","","연립다세대"
"971","경기도 성남시 수정구 양지동","437-2","0437","0002","삼환빌라(나동)","전세","41.2400","202507","04","9,000","0","2","1989","논골로24번길 27","202507~202707","신규","-","","","연립다세대"
"972","경기도 성남시 수정구 양지동","437-2","0437","0002","삼환빌라(나동)","전세","41.2400","202507","04","9,000","0","2","1989","논골로24번길 27","202508~202708","신규","-","","","연립다세대"
"973","경기도 성남시 수정구 태평동","7256-4","7256","0004","궁전빌라(A동)","월세","48.9700","202507","04","3,000","70","1","1991","수정로25번길 24","202508~202708","신규","-","","","연립다세대"
"974","경기도 성남시 수정구 단대동","28-8","0028","0008","삼호빌라(B동)","월세","39.5400","202507","04","1,000","50","2","1993","논골로53번길 4-8","202508~202708","신규","-","","","연립다세대"
"975","경기도 성남시 수정구 심곡동","338-5","0338","0005","(338-5)","전세","62.6100","202507","03","24,000","0","3","2018","심곡로37번길 5","202507~202707","갱신","-","24,000","0","연립다세대"
"976","경기도 성남시 수정구 수진동","3239","3239","0000","휴림","전세","51.4070","202507","03","34,000","0","5","2023","수정로88번길 12-1","202508~202708","신규","-","","","연립다세대"
"977","경기도 성남시 수정구 신흥동","2573-1","2573","0001","예원빌","전세","72.8000","202507","03","22,000","0","4","2008","공원로339번길 40","202507~202801","갱신","-","21,000","0","연립다세대"
"978","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.9252","202507","03","46,643","32","2","2017","위례동이로 24","202508~202708","신규","-","","","연립다세대"
"979","경기도 성남시 수정구 태평동","3780","3780","0000","청송빌","전세","44.3900","202507","02","26,600","0","3","2019","남문로60번길 11-3","202507~202707","갱신","-","25,350","0","연립다세대"
"980","경기도 성남시 수정구 수진동","1290","1290","0000","굿모닝빌리지","전세","67.1200","202507","02","21,000","0","3","2002","제일로 122","202507~202707","신규","-","","","연립다세대"
"981","경기도 성남시 수정구 금토동","272-27","0272","0027","럭스빌","월세","52.6400","202507","01","25,000","60","2","2024","달래내로28번길 10","202507~202707","신규","-","","","연립다세대"
"982","경기도 성남시 수정구 태평동","3780","3780","0000","청송빌","전세","46.4100","202507","01","26,600","0","4","2019","남문로60번길 11-3","202507~202707","갱신","-","25,350","0","연립다세대"
"983","경기도 성남시 수정구 단대동","23-2","0023","0002","신안빌라","월세","37.4700","202507","01","300","28","-1","1994","논골로61번길 4","202506~202706","신규","-","","","연립다세대"
"984","경기도 성남시 수정구 단대동","10-1","0010","0001","우성빌라(B동)","전세","43.7100","202507","01","11,000","0","1","1994","논골로69번길 8","202508~202708","신규","-","","","연립다세대"
"985","경기도 성남시 수정구 태평동","3780","3780","0000","청송빌","전세","46.4100","202507","01","26,600","0","4","2019","남문로60번길 11-3","202507~202707","갱신","-","25,350","0","연립다세대"
"986","경기도 성남시 수정구 단대동","37-1","0037","0001","성남빌라","전세","42.0150","202506","30","13,000","0","3","1994","논골로61번길 19","202508~202708","갱신","-","13,000","0","연립다세대"
"987","경기도 성남시 수정구 수진동","247","0247","0000","(247-0)","월세","64.6000","202506","30","1,000","65","2","2000","수정남로52번길 11-2","202507~202707","신규","-","","","연립다세대"
"988","경기도 성남시 수정구 단대동","33-8","0033","0008","남전빌라","월세","37.2200","202506","30","1,000","40","4","1994","논골로53번길 14-4","202507~202707","신규","-","","","연립다세대"
"989","경기도 성남시 수정구 태평동","7255-8","7255","0008","청보주택(8동)","전세","37.5400","202506","30","7,000","0","1","1987","수정로37번길 4","202507~202707","신규","-","","","연립다세대"
"990","경기도 성남시 수정구 태평동","6944-2","6944","0002","대영빌라3차","전세","42.7600","202506","30","13,800","0","2","1991","모란로78번길 3","202507~202707","신규","-","","","연립다세대"
"991","경기도 성남시 수정구 태평동","6944-2","6944","0002","대영빌라3차","전세","45.1600","202506","30","14,800","0","4","1991","모란로78번길 3","202509~202709","신규","-","","","연립다세대"
"992","경기도 성남시 수정구 산성동","441","0441","0000","태광빌라","전세","53.1000","202506","30","10,000","0","-1","1997","수정남로326번길 6-5","202506~202706","신규","-","","","연립다세대"
"993","경기도 성남시 수정구 신흥동","2588","2588","0000","렉스빌Ⅰ","전세","65.0550","202506","30","27,000","0","3","2007","공원로339번길 20","202508~202708","신규","-","","","연립다세대"
"994","경기도 성남시 수정구 사송동","562-3","0562","0003","(562-3)","전세","51.0870","202506","30","31,350","0","3","2019","사송로 56","202507~202702","신규","-","","","연립다세대"
"995","경기도 성남시 수정구 상적동","294-16","0294","0016","운서재5","전세","129.8800","202506","29","46,000","0","2","2017","달래내로387번길 12","202507~202707","갱신","-","44,100","0","연립다세대"
"996","경기도 성남시 수정구 태평동","6460-1","6460","0001","덕인맨션(B동)","전세","59.6400","202506","28","25,000","0","1","2000","수정로73번길 6-4","202507~202707","신규","-","","","연립다세대"
"997","경기도 성남시 수정구 신흥동","3388","3388","0000","민성아이빌(A동)","전세","76.4600","202506","28","23,000","0","4","2002","수정남로 178","202507~202707","신규","-","","","연립다세대"
"998","경기도 성남시 수정구 상적동","294-16","0294","0016","운서재5","전세","117.4700","202506","28","46,100","0","3","2017","달래내로387번길 12","202507~202707","갱신","-","44,100","0","연립다세대"
"999","경기도 성남시 수정구 단대동","28-4","0028","0004","성신빌라","전세","40.8600","202506","26","5,000","0","-1","1993","논골로 55","202507~202707","신규","-","","","연립다세대"
"1000","경기도 성남시 수정구 태평동","6148-3","6148","0003","대성맨션","월세","80.9800","202506","26","25,000","38","3","2000","성남대로1258번길 6","202506~202706","갱신","사용","25,000","25","연립다세대"
"1001","경기도 성남시 수정구 양지동","673","0673","0000","스위트캐슬","전세","60.4800","202506","25","38,000","0","5","2022","양지로23번길 11","202508~202708","신규","-","","","연립다세대"
"1002","경기도 성남시 수정구 태평동","228","0228","0000","태평동228공동주택(한국토지주택공사경기지역본부)","월세","17.5800","202506","25","100","23","4","2023","태평로 94","202506~202709","신규","-","","","연립다세대"
"1003","경기도 성남시 수정구 신흥동","3425","3425","0000","신성파크펠리스","전세","58.2250","202506","24","34,000","0","5","2023","수정로220번길 5","202508~202708","신규","-","","","연립다세대"
"1004","경기도 성남시 수정구 신흥동","3425","3425","0000","신성파크펠리스","전세","58.2250","202506","24","34,000","0","5","2023","수정로220번길 5","202508~202708","신규","-","","","연립다세대"
"1005","경기도 성남시 수정구 신흥동","3425","3425","0000","신성파크펠리스","전세","58.2250","202506","24","34,000","0","5","2023","수정로220번길 5","202508~202708","신규","-","","","연립다세대"
"1006","경기도 성남시 수정구 태평동","7164-7","7164","0007","동양하우스(104동)","월세","59.3800","202506","24","9,000","40","-1","2001","모란로115번길 11","202506~202706","갱신","-","8,000","40","연립다세대"
"1007","경기도 성남시 수정구 신흥동","3425","3425","0000","신성파크펠리스","전세","58.2250","202506","24","34,000","0","5","2023","수정로220번길 5","202509~202709","신규","-","","","연립다세대"
"1008","경기도 성남시 수정구 양지동","105","0105","0000","동양다세대(25동)","전세","35.5900","202506","22","10,000","0","1","1986","수정로578번길 12","202509~202709","신규","-","","","연립다세대"
"1009","경기도 성남시 수정구 산성동","462","0462","0000","대호빌라","전세","56.6400","202506","21","16,000","0","2","1996","수정남로326번길 10-2","202508~202708","신규","-","","","연립다세대"
"1010","경기도 성남시 수정구 산성동","462","0462","0000","대호빌라","전세","56.6400","202506","21","16,000","0","2","1996","수정남로326번길 10-2","202508~202708","신규","-","","","연립다세대"
"1011","경기도 성남시 수정구 산성동","114","0114","0000","대왕주택1차","전세","35.9700","202506","21","8,500","0","-1","1997","수정남로330번길 2","202507~202707","신규","-","","","연립다세대"
"1012","경기도 성남시 수정구 신흥동","2642","2642","0000","정원맨션","전세","51.4800","202506","21","16,800","0","1","2000","공원로349번길 27-1","202507~202707","신규","-","","","연립다세대"
"1013","경기도 성남시 수정구 수진동","4661-1","4661","0001","동양하이츠빌(104동)","전세","59.1600","202506","20","27,000","0","2","2002","수정로 26","202506~202706","갱신","-","25,000","0","연립다세대"
"1014","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.9252","202506","20","50,322","32","4","2017","위례동이로 24","202507~202707","갱신","-","49,627","31","연립다세대"
"1015","경기도 성남시 수정구 태평동","6128","6128","0000","동양빌라","전세","37.3450","202506","20","15,000","0","1","1989","성남대로1258번길 3-6","202507~202707","갱신","사용","15,000","0","연립다세대"
"1016","경기도 성남시 수정구 태평동","228","0228","0000","태평동228공동주택(한국토지주택공사경기지역본부)","월세","20.4500","202506","20","100","28","3","2023","태평로 94","202506~202709","신규","-","","","연립다세대"
"1017","경기도 성남시 수정구 사송동","555","0555","0000","프렌즈빌","월세","16.2000","202506","19","1,000","45","1","2001","사송로66번길 9","202506~202706","갱신","사용","1,000","45","연립다세대"
"1018","경기도 성남시 수정구 단대동","32-1","0032","0001","럭키빌라","전세","49.8800","202506","19","14,000","0","4","1997","논골로61번길 9","202507~202707","신규","-","","","연립다세대"
"1019","경기도 성남시 수정구 수진동","1303","1303","0000","굿모닝빌리지(1303)","전세","60.7100","202506","19","20,000","0","1","2002","제일로124번길 6-6","202506~202706","신규","-","","","연립다세대"
"1020","경기도 성남시 수정구 단대동","11-3","0011","0003","두암주택(11-3)","전세","38.7300","202506","18","12,000","0","3","1993","논골로67번길 4","202507~202707","신규","-","","","연립다세대"
"1021","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.7706","202506","18","44,642","32","3","2017","위례동이로 24","202507~202707","신규","-","","","연립다세대"
